Pb,Ba,Sb,Zn,Ti,Ca,Si,Sn,Cu,Al
22.07859452842875,30.717867002972653,18.80818332875952,2.2610453136285926,1.6566837546422377,6.973533330865058,6.363597458402115,3.2051896560351576,3.2790358192055953,4.656269807060327
28.54542151051887,26.093494503473895,18.39642186981801,1.6123038685025743,1.318431371192882,5.294657740000924,8.552147058195416,3.54372685132336,1.7772164043414154,4.866178822632647
29.070493033548438,27.071348274845413,9.607914093011157,3.6020605616952284,0.2517693469572249,15.162311730183536,4.873637569926221,3.7071798362892032,4.421125929987155,2.2321596235564196
45.952446650133865,24.98095858061683,0.0,2.7685967519469186,2.515111743165526,2.6407515198469067,13.310697602190153,0.23073868404699327,5.039973197903114,2.5607252701496925
32.96179507295581,32.927098913784455,4.015402996851108,3.124415054414833,2.2062080211886115,7.67075053495561,9.579569739787303,1.8899312631295395,2.1811796491244997,3.4436487538082297
24.796061730802784,20.20712705962176,22.447269191258265,3.60317535662719,1.8406706029118485,12.436148969762515,7.245476525143454,1.2000336953367887,2.4906698768947515,3.733366991640627
33.49129872062359,27.28106663288746,6.323430686071029,2.685593024287778,1.0296891264464836,11.360909087063172,8.307734317919904,3.462332453092371,3.2853528441179005,2.7725931074903136
36.40902079886945,27.521641478111146,13.634023614698096,2.2675945119656875,0.31446473897424876,2.4716145419764057,4.618193172381008,3.4178462724285943,3.7438274046078432,5.601773465987529
45.08425843572057,30.047402666631157,10.852235539401871,2.406520501412161,0.3678716921218373,1.7549864855822817,5.442033804639999,1.5100876859140566,0.483977741935558,2.0506254466405345
33.035311510977394,23.77564651649968,21.200412121144712,2.8085119121394673,0.9369365466074675,6.107305763502362,7.787843007181112,0.7752442284433528,2.792735772421464,0.7800526210829793
25.132776822379384,30.353691940394423,20.92981948071916,1.5397370580260608,0.22395406296714196,7.886888129593183,7.179065475796731,1.8474058627067205,3.1019455732049166,1.804715594212285
26.475613369953514,39.618515794321155,18.711786703159415,0.6820410067174724,1.865950027010975,1.9709282507790546,5.879799042678793,1.4796562018377373,1.964171201662888,1.3515384018789662
44.30232153407368,29.40520440539259,0.0,0.0,2.3047790064585643,11.69100937114374,5.105328981700169,3.040453102808529,3.1203365216599726,1.0305670767627573
33.6526589139402,39.11668236554969,0.0,1.401106126145922,0.40798029835055083,8.599796648868699,8.530528338651393,0.1864729574240591,4.410599135232381,3.694175215837112
24.202846139247143,33.618532084917724,21.549892973341162,1.9653195354359387,1.1686012312512004,3.287253727805226,6.728715264310697,0.9459745615790284,3.2948011640664974,3.2380633180453833
36.68102490157709,29.410836548618168,18.201110037488593,2.4702471978334577,0.7384845871403594,1.9713825606130382,4.067897666321943,2.0387304311297423,2.5477599760982055,1.8725260931793992
31.042680447572558,37.013241592181366,4.693741552527578,2.8958073773842754,0.6570818922709507,8.920449949054385,4.498183241627165,3.4815816096270713,5.568827746845684,1.2284045909089758
21.02041088964979,32.07381674310626,24.265529225525494,2.204300231929179,1.264200145838421,7.73362108851391,4.166655740531359,0.4799222132352691,3.3017436963519926,3.48980002531833
39.500091552612986,22.531010596517874,10.577260664940875,2.410405526144193,0.6604618768412696,6.481041916425931,10.262875346824535,3.1070169915149815,2.5299960169782634,1.9398395111990916
33.132488571650164,26.328083348662375,10.954957399481112,2.0149064005146213,0.7102572345810153,9.70307321573252,8.900158865948809,1.5979576661362238,3.527597993117492,3.1305193041756754
23.043786397950917,33.46196312641314,17.631306524021863,3.3870582142347074,1.092675345970667,4.955566471968574,5.954537717030592,3.3867045431217657,3.3222194093009554,3.764182249986834
41.692104335559684,39.162291115387255,2.279295892168469,2.094456838241001,1.4772750896964262,4.064581910190185,3.7129148758407053,0.7327695829908182,3.7831527374189675,1.0011576225064818
37.03883040810864,30.96741567394937,4.9314846823543235,2.5963474461563654,1.3151584302133872,9.271835149727094,6.361017287597688,0.5495265785814696,3.4136050174471992,3.5547793258644678
