Pb,Ba,Sb,Zn,Ti,Ca,Si,Sn,Cu,Al
37.41701430376116,29.931809518260188,13.176058424968746,2.0504949174585048,1.1562054053994,2.866011445682673,5.8168074746794485,3.1373672310134757,2.695921158247444,1.7523101205289702
37.79440304559347,31.116561739511727,11.115757494855659,2.67806565759055,1.491998055563595,0.9757549556197764,6.953685175167987,3.9172466211670565,1.862433420236468,2.0940938346936977
33.016684489137674,31.202453364967052,18.461601943547663,1.383868738749803,0.1601037898655487,3.2287709623697243,6.325569340339615,1.9112758410406998,3.277801599633117,1.0318699303490997
29.755365093981016,32.244481789008546,18.635874436667326,0.49913994815071994,0.9871786049212214,6.501733774313243,4.666200046429387,1.9235593405986757,3.243840392468802,1.5426265734610494
36.377150644025185,23.393711786934613,21.111795514438366,3.4247991035387058,0.6813200393239284,2.621660079298983,4.950816393554591,1.154928992050209,3.8108306270068595,2.472986819828554
41.56833740407484,31.56098738722402,6.24700203150162,0.6704031999658124,1.357900469707165,6.1274333530273335,4.865874967604193,2.1320789793694748,3.2231035639413492,2.2468786435841865
31.514825512622085,33.37658021119087,12.455723178892693,1.124742599922068,1.5469794862506467,4.646665230981463,5.349121672181864,3.478030304385559,3.697903662769153,2.8094281408036044
37.64248989103278,22.982560910200963,24.230677462031107,0.0,0.704821887304076,0.8599976654816389,5.772740510536462,1.7838608107032485,2.775503708479672,3.2473471542300687
36.88422979029212,25.406390347401302,17.429791123198672,2.1964922077067905,0.0,7.659396337981734,5.380726981668351,0.2218060706933069,2.0926114115290666,2.7285557295286478
34.78970978499622,26.078500037475845,15.58982440024666,3.5404027966759517,0.9392531103140539,6.089716698348605,5.494866599428797,0.6836864292524101,4.053017766966673,2.741022376294792
30.74850225495096,35.96541998335567,9.121883029823854,2.6253270665451263,1.0586041436543707,6.117592091009167,5.089885048694618,1.3682354909262748,5.293431818771199,2.611119072268753
30.580325687800634,27.465281123323948,20.169747510007863,4.5153817387358,0.2453901114382656,3.7700970114786694,4.486723407782062,2.38320674061278,3.206668088522292,3.1771785802976695
38.26290259156585,22.58668756111718,18.60905941416738,3.6230883420829385,1.168649536954685,2.794744658014641,6.548990076531784,0.34926396955095296,2.467753642443597,3.5888602075709937
37.17154502803452,28.57560899374503,14.07941792269479,1.8751825521193568,1.1324155376881446,5.155161607244643,4.968784192530222,2.2458946547290703,2.9030474471269323,1.8929420640872878
36.17580601638784,31.68750206241082,12.501073939527,3.179382832569803,0.5836770175821795,4.774358631067901,4.500523475572939,1.5406656630595628,2.562898430172458,2.4941119316495017
36.36932155581666,26.7167853382413,12.397147885412275,3.948494341230919,0.8164865937540199,4.487261279201074,4.497445401803762,3.432453209373201,3.436177775911759,3.8984266192550345
35.6210378144936,31.5654847461606,10.156309426862652,3.1705998722399222,2.105234332665956,6.968232574575367,4.685765508478636,2.522433009856269,1.50137097964459,1.703531735022407
